Name,AXA Category,Organiser,Length (Hours),Avg. User Rating,Total Enrollments,Total Ratings,Difficulty,Public URL,AXA URL
Google Cloud Platform Big Data and Machine Learning Fundamentals auf Deutsch,German Selection,Google Cloud,18,4.0,212,2,Intermediate,https://www.coursera.org/learn/gcp-big-data-ml-fundamentals-de,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=n6tvv&currentTab=CATALOG&productId=W2o5gqZREeiRuw7EBWN-vA&productType=course&showMiniModal=true
Leveraging Unstructured Data with Cloud Dataproc on Google Cloud Platform auf Deutsch,German Selection,Google Cloud,14,,85,0,Intermediate,https://www.coursera.org/learn/leveraging-unstructured-data-dataproc-gcp-de,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=n6tvv&currentTab=CATALOG&productId=qKQR-6ZMEeipAg4L-e-Ezg&productType=course&showMiniModal=true
Reliable Cloud Infrastructure: Design and Process auf Deutsch,German Selection,Google Cloud,13,4.0,51,2,Intermediate,https://www.coursera.org/learn/cloud-infrastructure-design-process-de,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=n6tvv&currentTab=CATALOG&productId=_pWInKWLEeiL8hKwqznX5g&productType=course&showMiniModal=true
Serverless Data Analysis with Google BigQuery and Cloud Dataflow auf Deutsch,German Selection,Google Cloud,9,,48,0,Intermediate,https://www.coursera.org/learn/serverless-data-analysis-bigquery-cloud-dataflow-gcp-de,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=n6tvv&currentTab=CATALOG&productId=TAtGgqZNEeiECQr9tzDo4g&productType=course&showMiniModal=true
???????????????????,Japanese Selection,"University of California, Irvine",5,4.571428571428571,459,7,Mixed,https://www.coursera.org/learn/work-smarter-not-harder-ja,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6r2jf&currentTab=CATALOG&productId=qOwSQqJlEeiPFxIYDKn9qg&productType=course&showMiniModal=true
Serverless Machine Learning with Tensorflow on Google Cloud Platform ????,Japanese Selection,Google Cloud,14,4.588235294117647,258,17,Intermediate,https://www.coursera.org/learn/serverless-machine-learning-gcp-jp,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6r2jf&currentTab=CATALOG&productId=71eLMaZLEeiDiw4YwP822A&productType=course&showMiniModal=true
Serverless Data Analysis with Google BigQuery and Cloud Dataflow ????,Japanese Selection,Google Cloud,10,4.368421052631579,219,19,Intermediate,https://www.coursera.org/learn/serverless-data-analysis-bigquery-cloud-dataflow-gcp-jp,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=6r2jf&currentTab=CATALOG&productId=ahJY96ZNEei-Ig6IBTcCNA&productType=course&showMiniModal=true
Launching into Machine Learning em Português Brasileiro,Portuguese Selection,Google Cloud,9,4.615384615384615,106,26,Intermediate,https://www.coursera.org/learn/launching-machine-learning-br,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=5f1l8&currentTab=CATALOG&productId=5kN4I2_yEeiEIw61qAJ5Jg&productType=course&showMiniModal=true
How Google does Machine Learning em Português Brasileiro,Portuguese Selection,Google Cloud,10,4.807692307692308,594,52,Intermediate,https://www.coursera.org/learn/google-machine-learning-br,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=5f1l8&currentTab=CATALOG&productId=bHHZ82j_EeiGFwrssIKG4A&productType=course&showMiniModal=true
Entender el diseño,Spanish Selection,Arizona State University,12,4.716475095785441,9205,261,Mixed,https://www.coursera.org/learn/entender-diseno,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=2gfgMl2JEeWY_RLuY5ZrOQ&productType=course&showMiniModal=true
Mindshift: Transforma tu mente para superar obstáculos en el aprendizaje y descubrir tu potencial oculto.,Spanish Selection,McMaster University,11,4.739726027397261,9705,146,Beginner,https://www.coursera.org/learn/mindshift-transforma-mente,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=7mdQ8leoEeeZ3g7LRzMq2g&productType=course&showMiniModal=true
El arte de negociar,Spanish Selection,"University of California, Irvine",6,4.496551724137931,9444,145,Mixed,https://www.coursera.org/learn/arte-de-negociacion,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=Af_9xkEkEeWpogr5ZO8qxQ&productType=course&showMiniModal=true
"Creatividad, diseño e innovación: Técnicas y herramientas - Proyecto Final",Spanish Selection,"Arizona State University, Universidad Nacional Autónoma de México",8,4.739130434782608,263,23,Intermediate,https://www.coursera.org/learn/creatividad-proyecto-final,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=bhe4HGOlEeWLAgpGjz1Btw&productType=course&showMiniModal=true
Habilidades gerenciales: Proyecto final,Spanish Selection,Universidad Nacional Autónoma de México,7,4.760416666666667,1669,96,Beginner,https://www.coursera.org/learn/hgproyectofinal,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=cJ6KNg5BEeaY6ApZCjoQPw&productType=course&showMiniModal=true
Negociación exitosa: Estrategias y habilidades esenciales (en español),Spanish Selection,University of Michigan,15,4.773584905660377,73063,954,Mixed,https://www.coursera.org/learn/negociacion,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=DUIbAwrmEeWhsgqB1eduww&productType=course&showMiniModal=true
Cómo hablar bien en público,Spanish Selection,Universitat Autònoma de Barcelona,12,4.803149606299213,29539,254,Beginner,https://www.coursera.org/learn/hablar-bien-en-publico,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=G-vdZPxdEeegShL0o4I5-A&productType=course&showMiniModal=true
Autoliderazgo y gestión de emociones para avanzar en desafíos complejos,Spanish Selection,Universidad de los Andes,13,4.810077519379845,10337,258,Intermediate,https://www.coursera.org/learn/autoliderazgo-gestion-emociones,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=g6miROxMEeWgEA49BslyNQ&productType=course&showMiniModal=true
Camino a la Excelencia en Gestión de Proyectos,Spanish Selection,Pontificia Universidad Católica de Chile,14,4.732894255397,154932,2733,Beginner,https://www.coursera.org/learn/camino-excelencia-gestion-proyectos,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=hD-VAOe-EeWDtQ4tuIgsiw&productType=course&showMiniModal=true
La gestión de los riesgos y la administración de los cambios en el proyecto,Spanish Selection,"Tecnológico de Monterrey, University of California, Irvine",8,4.689119170984456,9355,386,Mixed,https://www.coursera.org/learn/presupuestos-proyecto,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=MOYxuFfOEeWTbwotamPtlQ&productType=course&showMiniModal=true
Innovar,Spanish Selection,Arizona State University,10,4.74869109947644,4024,191,Beginner,https://www.coursera.org/learn/innovacion-diseno,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=oo6sil2JEeWEFwpmbE2JFQ&productType=course&showMiniModal=true
Investigación de mercados y comportamiento del consumidor,Spanish Selection,IE Business School,10,4.314917127071824,5105,181,Beginner,https://www.coursera.org/learn/investigacion-de-mercados,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=OqgPW0evEeawjgp7XHTShQ&productType=course&showMiniModal=true
Solución de problemas y toma de decisiones,Spanish Selection,Universidad Nacional Autónoma de México,10,4.792792792792793,5334,222,Beginner,https://www.coursera.org/learn/soluciondeproblemas,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=Q_W9Aw5BEea7axIlQHzY1Q&productType=course&showMiniModal=true
¡A Programar! Una introducción a la programación,Spanish Selection,"Universidad ORT Uruguay, The University of Edinburgh",17,4.777679362267493,86844,1129,Beginner,https://www.coursera.org/learn/a-programar,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=SpWNUyTfEeWxbhIkPfddLQ&productType=course&showMiniModal=true
Proyecto capstone estrategia de marketing,Spanish Selection,IE Business School,14,4.888888888888889,79,9,Beginner,https://www.coursera.org/learn/capstone-estrategia,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=VaOECU2EEeaENRLP_uO26w&productType=course&showMiniModal=true
Aspectos básicos de la planificación y la gestión de proyectos,Spanish Selection,University of Virginia,16,4.909090909090909,2875,33,Beginner,https://www.coursera.org/learn/uva-darden-project-management-es,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=_ZrNaKJkEeiD9QrtlqLLfA&productType=course&showMiniModal=true
Humanidades digitales,Spanish Selection,Universitat Autònoma de Barcelona,8,4.574074074074074,3156,108,Beginner,https://www.coursera.org/learn/humanidades-digitales,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=beYYQ8cFEeiGvg5u5QRx2A&productType=course&showMiniModal=true
Análisis de situaciones de negocio,Spanish Selection,IESE Business School,13,4.388888888888889,613,18,Beginner,https://www.coursera.org/learn/analisis-situaciones-negocio,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=0Juv7N2yEeaJ4g5huBPuvg&productType=course&showMiniModal=true
Big Data: adquisición y almacenamiento de datos,Spanish Selection,Universitat Autònoma de Barcelona,18,4.424657534246576,2035,73,Intermediate,https://www.coursera.org/learn/adquisicion-almacenamiento-de-datos,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=4CnyExcUEeiLDxJvyy9TxA&productType=course&showMiniModal=true
Big Data: procesamiento y análisis,Spanish Selection,Universitat Autònoma de Barcelona,20,4.177777777777778,1469,45,Intermediate,https://www.coursera.org/learn/big-data-procesamiento-analisis,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=-p8EVRcUEeiu-A7ricOjTg&productType=course&showMiniModal=true
Big Data: visualización de datos,Spanish Selection,Universitat Autònoma de Barcelona,13,4.615384615384615,980,26,Intermediate,https://www.coursera.org/learn/big-data-visualizacion-datos,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=EGcvqBcVEeitfRJlX2avTg&productType=course&showMiniModal=true
Big Data: el impacto de los datos masivos en la sociedad actual,Spanish Selection,Universitat Autònoma de Barcelona,9,4.612698412698412,3841,315,Beginner,https://www.coursera.org/learn/impacto-datos-masivos,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=4faq5hcDEeiLDxJvyy9TxA&productType=course&showMiniModal=true
Big Data: capstone project,Spanish Selection,Universitat Autònoma de Barcelona,12,4.2,490,10,Advanced,https://www.coursera.org/learn/big-data-proyecto,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=MqgbgBcVEeiabwr0l3gA6g&productType=course&showMiniModal=true
Intro to TensorFlow en Español,Spanish Selection,Google Cloud,18,4.453125,815,64,Intermediate,https://www.coursera.org/learn/intro-tensorflow-es,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=ttER2pXJEeiQzApPTDulpA&productType=course&showMiniModal=true
Launching into Machine Learning en Español,Spanish Selection,Google Cloud,10,4.612903225806452,161,31,Intermediate,https://www.coursera.org/learn/launching-machine-learning-es,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=ltp8oW_yEeig5gq8RRNtIg&productType=course&showMiniModal=true
How Google does Machine Learning en Español,Spanish Selection,Google Cloud,12,4.716981132075472,1212,53,Intermediate,https://www.coursera.org/learn/google-machine-learning-es,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=iTTT7Gj_EeifGg4pPObuXA&productType=course&showMiniModal=true
Riesgos y oportunidades empresariales en una economía globalizada,Spanish Selection,IE Business School,15,5.0,318,6,Intermediate,https://www.coursera.org/learn/riesgos-oportunidades-empresariales,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=dMJbpbTYEei6vA48aNnd_g&productType=course&showMiniModal=true
Aplicando el análisis de datos: casos selectos,Spanish Selection,Tecnológico de Monterrey,7,4.298387096774194,6311,124,Mixed,https://www.coursera.org/learn/analisis-de-datos-aplicaciones,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=tOKC7icYEeW6YBLN1oULHQ&productType=course&showMiniModal=true
Aspectos fundamentales de la gerencia,Spanish Selection,"University of California, Irvine",5,4.61340206185567,6491,194,Mixed,https://www.coursera.org/learn/fundamentos-de-gestion,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=YNmbV0EkEeWBrBIWi3mmCw&productType=course&showMiniModal=true
Beneficios y características de las redes sociales más significativas,Spanish Selection,Tecnológico de Monterrey,6,4.295555555555556,10657,450,Mixed,https://www.coursera.org/learn/redes-sociales-caracteristicas,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=DzuPrDfDEeWnxw5wP_KHTw&productType=course&showMiniModal=true
Desarrollo de páginas con Angular,Spanish Selection,Universidad Austral,28,3.714285714285714,1033,14,Beginner,https://www.coursera.org/learn/desarrollar-paginas-web-con-angular,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=16zlHrX0Eeijjw7xCsHnOg&productType=course&showMiniModal=true
Estructura de capital y política de dividendos,Spanish Selection,Universidad Nacional Autónoma de México,9,3.627906976744186,2239,129,Intermediate,https://www.coursera.org/learn/estructura,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=sbi9w&currentTab=CATALOG&productId=i06yGg5YEeaoZBKRisF_Dw&productType=course&showMiniModal=true
